Column1,Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
2068,2069,70,Male,Jewelry,Accessories,81,Vermont,Black,Summer,3.9,No,Store Pickup,No,No,44,Venmo,Monthly
2069,2070,36,Male,T-shirt,Clothing,82,Texas,Indigo,Fall,3.4,No,Free Shipping,No,No,3,Debit Card,Quarterly
2070,2071,56,Male,Jewelry,Accessories,88,Nebraska,Red,Spring,3.1,No,Express,No,No,14,Cash,Monthly
2071,2072,69,Male,Jacket,Outerwear,100,South Carolina,Yellow,Fall,4.8,No,Store Pickup,No,No,37,PayPal,Quarterly
2072,2073,39,Male,Backpack,Accessories,66,Massachusetts,Beige,Winter,3.9,No,Next Day Air,No,No,22,Bank Transfer,Weekly
2073,2074,38,Male,Belt,Accessories,25,Texas,Green,Winter,3.5,No,Next Day Air,No,No,2,PayPal,Every 3 Months
2074,2075,36,Male,Scarf,Accessories,53,Florida,White,Summer,3.1,No,Free Shipping,No,No,44,Debit Card,Fortnightly
2075,2076,46,Male,Sweater,Clothing,28,South Carolina,Turquoise,Fall,4.7,No,Express,No,No,49,Debit Card,Monthly
2076,2077,59,Male,Gloves,Accessories,23,Florida,Indigo,Fall,4.6,No,Free Shipping,No,No,22,Debit Card,Bi-Weekly
2077,2078,64,Male,Scarf,Accessories,34,Nebraska,Orange,Fall,3.3,No,Free Shipping,No,No,26,Bank Transfer,Annually
2078,2079,49,Male,Dress,Clothing,42,Hawaii,Blue,Spring,3.2,No,Next Day Air,No,No,40,Debit Card,Weekly
2079,2080,32,Male,Jeans,Clothing,24,Montana,Violet,Summer,3.1,No,Next Day Air,No,No,16,PayPal,Quarterly
2080,2081,29,Male,Sunglasses,Accessories,47,South Dakota,Gray,Fall,3.5,No,Free Shipping,No,No,17,Debit Card,Bi-Weekly
2081,2082,24,Male,Coat,Outerwear,78,Alabama,Cyan,Spring,4.3,No,Standard,No,No,48,Bank Transfer,Bi-Weekly
2082,2083,41,Male,Jeans,Clothing,89,Arkansas,Yellow,Summer,2.9,No,Free Shipping,No,No,28,Venmo,Every 3 Months
2083,2084,41,Male,Scarf,Accessories,59,Mississippi,Orange,Fall,2.7,No,Store Pickup,No,No,26,Credit Card,Fortnightly
2084,2085,32,Male,Blouse,Clothing,94,Vermont,Brown,Summer,4,No,Standard,No,No,43,Bank Transfer,Quarterly
2085,2086,69,Male,Jeans,Clothing,49,New York,Teal,Fall,4.6,No,Free Shipping,No,No,38,Debit Card,Weekly
2086,2087,65,Male,Dress,Clothing,89,North Dakota,Beige,Summer,4.7,No,2-Day Shipping,No,No,36,Cash,Every 3 Months
2087,2088,54,Male,Hat,Accessories,91,Wisconsin,Blue,Summer,4.7,No,Standard,No,No,1,Credit Card,Weekly
2088,2089,39,Male,Sandals,Footwear,89,California,Orange,Spring,4,No,Standard,No,No,49,Debit Card,Annually
2089,2090,37,Male,Jacket,Outerwear,57,Maryland,Gold,Spring,3.6,No,Free Shipping,No,No,41,Credit Card,Every 3 Months
2090,2091,51,Male,Socks,Clothing,71,Massachusetts,Teal,Winter,3.4,No,Free Shipping,No,No,21,Debit Card,Monthly
2091,2092,26,Male,Jeans,Clothing,97,Washington,Beige,Fall,3,No,Next Day Air,No,No,24,Bank Transfer,Quarterly
2092,2093,42,Male,Sandals,Footwear,45,Minnesota,Silver,Fall,2.6,No,Next Day Air,No,No,27,Bank Transfer,Weekly
2093,2094,21,Male,Dress,Clothing,91,Washington,Maroon,Spring,4.2,No,Store Pickup,No,No,4,Debit Card,Annually
2094,2095,53,Male,Socks,Clothing,25,South Carolina,Indigo,Spring,3.4,No,Standard,No,No,19,Venmo,Annually
2095,2096,36,Male,Hoodie,Clothing,63,New Mexico,Gray,Fall,4,No,Store Pickup,No,No,1,Bank Transfer,Fortnightly
2096,2097,21,Male,Dress,Clothing,52,North Carolina,Blue,Summer,4.7,No,Free Shipping,No,No,27,Debit Card,Annually
2097,2098,33,Male,Sneakers,Footwear,43,Iowa,Cyan,Winter,3.9,No,Next Day Air,No,No,5,Credit Card,Weekly
2098,2099,49,Male,T-shirt,Clothing,28,Louisiana,White,Summer,3.3,No,2-Day Shipping,No,No,20,Venmo,Quarterly
2099,2100,31,Male,T-shirt,Clothing,78,Oklahoma,Green,Summer,2.9,No,Express,No,No,50,PayPal,Annually
2100,2101,68,Male,Sweater,Clothing,31,Michigan,Silver,Spring,4.4,No,Free Shipping,No,No,36,Cash,Fortnightly
2101,2102,49,Male,Shirt,Clothing,23,Oregon,Blue,Winter,3.6,No,Next Day Air,No,No,12,Bank Transfer,Bi-Weekly
2102,2103,23,Male,Hat,Accessories,25,Idaho,Brown,Spring,4.5,No,Store Pickup,No,No,23,Cash,Monthly
2103,2104,30,Male,Pants,Clothing,86,Indiana,Red,Summer,3.7,No,Store Pickup,No,No,21,Venmo,Weekly
2104,2105,53,Male,Shoes,Footwear,88,New Mexico,Gold,Spring,2.8,No,Free Shipping,No,No,47,Venmo,Weekly
2105,2106,65,Male,Gloves,Accessories,35,South Carolina,Silver,Spring,4.5,No,Free Shipping,No,No,38,Venmo,Bi-Weekly
2106,2107,60,Male,Jewelry,Accessories,34,Vermont,Gray,Fall,4.4,No,Standard,No,No,40,Credit Card,Every 3 Months
2107,2108,46,Male,Pants,Clothing,75,Delaware,Black,Winter,3.3,No,Standard,No,No,35,PayPal,Quarterly
2108,2109,54,Male,Hoodie,Clothing,46,North Dakota,Beige,Winter,4.2,No,Express,No,No,4,Credit Card,Quarterly
2109,2110,59,Male,Jewelry,Accessories,31,California,Peach,Fall,2.7,No,Free Shipping,No,No,28,Venmo,Every 3 Months
2110,2111,52,Male,Socks,Clothing,93,Montana,Cyan,Spring,3.9,No,Store Pickup,No,No,36,Debit Card,Every 3 Months
2111,2112,41,Male,Sunglasses,Accessories,85,Missouri,Pink,Spring,2.6,No,Free Shipping,No,No,15,Bank Transfer,Annually
2112,2113,43,Male,Belt,Accessories,68,Tennessee,Lavender,Fall,4.5,No,2-Day Shipping,No,No,7,Cash,Fortnightly
2113,2114,63,Male,Dress,Clothing,40,Virginia,Brown,Spring,2.7,No,Store Pickup,No,No,29,PayPal,Every 3 Months
2114,2115,37,Male,Shirt,Clothing,51,Vermont,Magenta,Winter,2.9,No,Standard,No,No,12,Debit Card,Annually
2115,2116,44,Male,Scarf,Accessories,85,Rhode Island,Violet,Winter,3.4,No,Store Pickup,No,No,16,Bank Transfer,Bi-Weekly
2116,2117,67,Male,Jacket,Outerwear,23,Kansas,Teal,Summer,2.9,No,Express,No,No,50,Debit Card,Bi-Weekly
2117,2118,27,Male,Dress,Clothing,28,Colorado,Brown,Summer,3.8,No,Free Shipping,No,No,11,Debit Card,Annually
2118,2119,60,Male,Socks,Clothing,44,Georgia,Olive,Fall,4.2,No,2-Day Shipping,No,No,28,Debit Card,Quarterly
2119,2120,58,Male,Jewelry,Accessories,57,Nebraska,Indigo,Spring,3.5,No,Store Pickup,No,No,36,Venmo,Bi-Weekly
2120,2121,53,Male,Scarf,Accessories,98,Missouri,Red,Fall,3.1,No,Next Day Air,No,No,38,PayPal,Quarterly
2121,2122,43,Male,Backpack,Accessories,68,Alaska,Olive,Winter,3.5,No,2-Day Shipping,No,No,32,Bank Transfer,Monthly
2122,2123,32,Male,Jacket,Outerwear,36,Virginia,Teal,Fall,4,No,Express,No,No,42,Debit Card,Weekly
2123,2124,54,Male,Coat,Outerwear,71,Nebraska,Cyan,Spring,3.7,No,Express,No,No,22,Debit Card,Bi-Weekly
2124,2125,47,Male,Skirt,Clothing,60,Rhode Island,Teal,Fall,4.2,No,Next Day Air,No,No,22,Venmo,Quarterly
2125,2126,57,Male,Coat,Outerwear,87,New Hampshire,Beige,Fall,4.8,No,Store Pickup,No,No,31,PayPal,Quarterly
2126,2127,63,Male,Shoes,Footwear,38,Alabama,Magenta,Winter,4.1,No,Express,No,No,28,Credit Card,Monthly
2127,2128,70,Male,Boots,Footwear,45,North Carolina,Indigo,Spring,4.5,No,2-Day Shipping,No,No,40,Debit Card,Weekly
2128,2129,62,Male,Coat,Outerwear,47,New Mexico,Cyan,Fall,2.7,No,2-Day Shipping,No,No,21,PayPal,Weekly
2129,2130,40,Male,Skirt,Clothing,57,Minnesota,Orange,Fall,2.8,No,Store Pickup,No,No,12,PayPal,Every 3 Months
2130,2131,25,Male,Backpack,Accessories,68,Arizona,Violet,Summer,3.7,No,Free Shipping,No,No,33,Credit Card,Annually
2131,2132,19,Male,Shorts,Clothing,52,Montana,Red,Fall,3.6,No,Express,No,No,9,Bank Transfer,Fortnightly
2132,2133,25,Male,Skirt,Clothing,87,Vermont,Magenta,Fall,4.7,No,2-Day Shipping,No,No,15,Debit Card,Weekly
2133,2134,21,Male,Hat,Accessories,34,Maine,Olive,Summer,3.8,No,Standard,No,No,13,Bank Transfer,Annually
2134,2135,55,Male,Sandals,Footwear,41,Virginia,Maroon,Winter,2.9,No,Standard,No,No,35,Credit Card,Fortnightly
2135,2136,34,Male,Sunglasses,Accessories,94,California,Yellow,Winter,4.6,No,Next Day Air,No,No,1,Debit Card,Every 3 Months
2136,2137,47,Male,Sunglasses,Accessories,93,New York,Red,Summer,2.8,No,Standard,No,No,25,Bank Transfer,Fortnightly
2137,2138,27,Male,Socks,Clothing,51,Indiana,Purple,Winter,4.6,No,2-Day Shipping,No,No,20,Credit Card,Every 3 Months
2138,2139,67,Male,Sweater,Clothing,42,Mississippi,Teal,Fall,2.8,No,Next Day Air,No,No,36,Venmo,Quarterly
2139,2140,40,Male,Boots,Footwear,95,New York,Red,Winter,3,No,Free Shipping,No,No,33,Cash,Weekly
2140,2141,53,Male,Handbag,Accessories,90,New Mexico,Brown,Fall,3.7,No,Standard,No,No,36,Cash,Fortnightly
2141,2142,24,Male,Dress,Clothing,98,Kentucky,Peach,Winter,4.1,No,2-Day Shipping,No,No,32,PayPal,Annually
2142,2143,47,Male,Hat,Accessories,39,North Dakota,Maroon,Winter,4.3,No,Next Day Air,No,No,21,Venmo,Quarterly
2143,2144,53,Male,Sandals,Footwear,66,Arkansas,Red,Fall,3.8,No,Next Day Air,No,No,48,Venmo,Bi-Weekly
2144,2145,47,Male,Shoes,Footwear,23,Maryland,Orange,Winter,3.7,No,Free Shipping,No,No,25,PayPal,Quarterly
2145,2146,38,Male,Skirt,Clothing,73,Connecticut,White,Winter,4.8,No,Standard,No,No,32,PayPal,Annually
2146,2147,48,Male,Sunglasses,Accessories,23,Utah,White,Summer,4.6,No,Standard,No,No,45,PayPal,Every 3 Months
2147,2148,47,Male,Skirt,Clothing,43,Missouri,Charcoal,Fall,4.8,No,Standard,No,No,4,Cash,Fortnightly
2148,2149,19,Male,T-shirt,Clothing,45,Nebraska,Turquoise,Winter,4.6,No,2-Day Shipping,No,No,19,PayPal,Bi-Weekly
2149,2150,38,Male,Sandals,Footwear,21,Hawaii,Orange,Winter,4,No,Standard,No,No,1,Bank Transfer,Weekly
2150,2151,57,Male,Shirt,Clothing,40,Illinois,Orange,Spring,2.6,No,2-Day Shipping,No,No,12,Cash,Weekly
2151,2152,70,Male,Jeans,Clothing,58,Vermont,Brown,Fall,2.6,No,2-Day Shipping,No,No,18,Venmo,Monthly
2152,2153,38,Male,Shorts,Clothing,48,New Jersey,Magenta,Summer,4.5,No,Next Day Air,No,No,43,Bank Transfer,Bi-Weekly
2153,2154,35,Male,Shirt,Clothing,94,Kentucky,Violet,Fall,4.2,No,Free Shipping,No,No,31,PayPal,Annually
2154,2155,46,Male,Scarf,Accessories,74,Wyoming,Violet,Spring,3.4,No,Store Pickup,No,No,33,Cash,Every 3 Months
2155,2156,32,Male,Handbag,Accessories,51,Hawaii,Yellow,Fall,3.7,No,Store Pickup,No,No,46,PayPal,Monthly
2156,2157,38,Male,Skirt,Clothing,83,Missouri,Maroon,Winter,3.6,No,Next Day Air,No,No,41,Debit Card,Bi-Weekly
2157,2158,41,Male,Handbag,Accessories,68,Mississippi,Turquoise,Winter,4,No,Next Day Air,No,No,41,Venmo,Fortnightly
2158,2159,19,Male,Gloves,Accessories,84,Massachusetts,Olive,Spring,4.6,No,Standard,No,No,9,Bank Transfer,Fortnightly
2159,2160,18,Male,Shirt,Clothing,58,Louisiana,Peach,Fall,3,No,Free Shipping,No,No,34,Cash,Annually
2160,2161,45,Male,Blouse,Clothing,92,West Virginia,Charcoal,Winter,3.3,No,Express,No,No,21,PayPal,Annually
2161,2162,23,Male,Dress,Clothing,69,Washington,Peach,Summer,3.8,No,Express,No,No,5,Debit Card,Fortnightly
2162,2163,60,Male,Shorts,Clothing,48,Oregon,Black,Summer,2.7,No,Free Shipping,No,No,32,PayPal,Weekly
2163,2164,52,Male,Shoes,Footwear,60,New York,Gray,Spring,4.5,No,Express,No,No,44,Bank Transfer,Monthly
2164,2165,42,Male,Sandals,Footwear,20,Iowa,Olive,Winter,4.8,No,Next Day Air,No,No,46,PayPal,Bi-Weekly
2165,2166,29,Male,Pants,Clothing,55,Idaho,Turquoise,Summer,4.2,No,Express,No,No,42,Credit Card,Every 3 Months
2166,2167,31,Male,Jacket,Outerwear,88,New Jersey,Purple,Spring,3.5,No,Express,No,No,50,Credit Card,Bi-Weekly
2167,2168,30,Male,Skirt,Clothing,48,Ohio,Green,Winter,4.9,No,Standard,No,No,33,Venmo,Fortnightly
2168,2169,23,Male,Handbag,Accessories,74,Connecticut,Beige,Spring,4.1,No,Next Day Air,No,No,32,Cash,Quarterly
2169,2170,31,Male,Coat,Outerwear,42,Florida,Brown,Fall,2.9,No,Next Day Air,No,No,32,Bank Transfer,Bi-Weekly
2170,2171,40,Male,Sweater,Clothing,32,South Carolina,Turquoise,Fall,4,No,Next Day Air,No,No,37,Venmo,Every 3 Months
2171,2172,39,Male,Shorts,Clothing,98,Missouri,Yellow,Summer,4.6,No,Store Pickup,No,No,9,Cash,Fortnightly
2172,2173,28,Male,Skirt,Clothing,89,Rhode Island,Lavender,Fall,2.8,No,Store Pickup,No,No,6,PayPal,Fortnightly
2173,2174,23,Male,Gloves,Accessories,97,Delaware,Cyan,Summer,5,No,2-Day Shipping,No,No,36,Venmo,Quarterly
2174,2175,42,Male,Backpack,Accessories,49,Colorado,Olive,Spring,2.9,No,Store Pickup,No,No,1,Cash,Annually
2175,2176,68,Male,Dress,Clothing,50,Nebraska,Silver,Spring,3.3,No,Free Shipping,No,No,48,Credit Card,Fortnightly
2176,2177,24,Male,Belt,Accessories,91,Vermont,Red,Winter,3.4,No,2-Day Shipping,No,No,44,Debit Card,Quarterly
2177,2178,24,Male,Gloves,Accessories,93,Montana,Green,Winter,3,No,Express,No,No,9,PayPal,Bi-Weekly
2178,2179,21,Male,Jewelry,Accessories,98,Florida,Gold,Summer,4.7,No,Standard,No,No,32,Venmo,Annually
2179,2180,49,Male,Socks,Clothing,82,Delaware,Lavender,Fall,2.9,No,Next Day Air,No,No,14,PayPal,Monthly
2180,2181,41,Male,Coat,Outerwear,37,Connecticut,Yellow,Summer,4.1,No,Store Pickup,No,No,43,Cash,Quarterly
2181,2182,22,Male,Handbag,Accessories,63,Hawaii,Black,Fall,3.2,No,Free Shipping,No,No,32,Bank Transfer,Bi-Weekly
2182,2183,42,Male,Blouse,Clothing,99,New Mexico,Maroon,Winter,2.7,No,Store Pickup,No,No,26,Venmo,Bi-Weekly
2183,2184,30,Male,Shorts,Clothing,37,Kansas,Maroon,Spring,4.7,No,Store Pickup,No,No,2,Cash,Monthly
2184,2185,38,Male,Shoes,Footwear,34,Nevada,Gold,Spring,3.2,No,Free Shipping,No,No,16,PayPal,Every 3 Months
2185,2186,40,Male,Shorts,Clothing,32,North Carolina,Violet,Winter,2.5,No,Express,No,No,50,Debit Card,Every 3 Months
2186,2187,55,Male,Sandals,Footwear,23,New Mexico,Teal,Winter,4.3,No,Next Day Air,No,No,6,PayPal,Every 3 Months
2187,2188,37,Male,Blouse,Clothing,78,Idaho,Violet,Spring,4.4,No,Free Shipping,No,No,20,PayPal,Annually
2188,2189,41,Male,Coat,Outerwear,54,California,Brown,Winter,4.7,No,Next Day Air,No,No,9,Credit Card,Weekly
2189,2190,38,Male,Blouse,Clothing,94,Wisconsin,Brown,Fall,4,No,Express,No,No,47,Credit Card,Bi-Weekly
2190,2191,42,Male,Belt,Accessories,75,Alaska,Maroon,Spring,4.6,No,Express,No,No,33,Credit Card,Annually
2191,2192,26,Male,Blouse,Clothing,69,Pennsylvania,Maroon,Summer,3.8,No,Next Day Air,No,No,46,Cash,Bi-Weekly
2192,2193,41,Male,Scarf,Accessories,35,Virginia,Yellow,Winter,3.2,No,Next Day Air,No,No,9,Credit Card,Monthly
2193,2194,27,Male,Shirt,Clothing,78,California,Turquoise,Spring,5,No,Express,No,No,8,PayPal,Monthly
2194,2195,61,Male,Socks,Clothing,29,Kentucky,Silver,Summer,3.5,No,Standard,No,No,48,Bank Transfer,Quarterly
2195,2196,58,Male,Jeans,Clothing,62,New York,Brown,Fall,3.7,No,Next Day Air,No,No,2,Cash,Monthly
2196,2197,25,Male,Dress,Clothing,58,Vermont,Gray,Spring,4.8,No,Next Day Air,No,No,31,PayPal,Weekly
2197,2198,33,Male,Boots,Footwear,88,Pennsylvania,Indigo,Summer,3.7,No,2-Day Shipping,No,No,40,Venmo,Monthly
2198,2199,57,Male,Scarf,Accessories,80,New York,Turquoise,Summer,3.5,No,Free Shipping,No,No,35,Venmo,Monthly
2199,2200,39,Male,Scarf,Accessories,47,North Carolina,Maroon,Summer,4.9,No,Store Pickup,No,No,40,Debit Card,Monthly
2200,2201,60,Male,Gloves,Accessories,51,Wyoming,Charcoal,Summer,4.7,No,Next Day Air,No,No,27,Debit Card,Every 3 Months
2201,2202,39,Male,Pants,Clothing,25,Ohio,Peach,Spring,4.9,No,2-Day Shipping,No,No,10,Venmo,Annually
2202,2203,42,Male,Dress,Clothing,36,Alabama,Red,Summer,4.3,No,Next Day Air,No,No,23,Credit Card,Weekly
2203,2204,53,Male,Dress,Clothing,79,Rhode Island,Indigo,Winter,3.1,No,Free Shipping,No,No,32,Cash,Quarterly
2204,2205,20,Male,Jeans,Clothing,41,Oregon,Lavender,Winter,3.4,No,2-Day Shipping,No,No,6,Debit Card,Monthly
2205,2206,46,Male,Sweater,Clothing,68,North Dakota,Red,Fall,2.7,No,Express,No,No,27,PayPal,Weekly
2206,2207,46,Male,Sandals,Footwear,51,Illinois,Green,Spring,2.6,No,Store Pickup,No,No,25,Bank Transfer,Fortnightly
2207,2208,69,Male,Handbag,Accessories,38,New Mexico,Gray,Fall,2.9,No,Next Day Air,No,No,11,Credit Card,Annually
2208,2209,28,Male,Scarf,Accessories,46,Colorado,Violet,Summer,2.7,No,2-Day Shipping,No,No,23,PayPal,Monthly
2209,2210,42,Male,Sandals,Footwear,20,Utah,Beige,Summer,4.5,No,2-Day Shipping,No,No,44,Bank Transfer,Quarterly
2210,2211,30,Male,Sunglasses,Accessories,25,Virginia,Orange,Summer,3.1,No,Store Pickup,No,No,35,PayPal,Fortnightly
2211,2212,50,Male,Sweater,Clothing,89,Maine,Purple,Winter,3.2,No,Free Shipping,No,No,45,Debit Card,Every 3 Months
2212,2213,59,Male,Pants,Clothing,77,Nebraska,Brown,Winter,3.3,No,Next Day Air,No,No,22,Bank Transfer,Quarterly
2213,2214,54,Male,Hat,Accessories,94,Hawaii,Maroon,Fall,2.9,No,Express,No,No,18,Debit Card,Quarterly
2214,2215,50,Male,Belt,Accessories,100,Idaho,Gold,Fall,4.1,No,Standard,No,No,20,Debit Card,Weekly
2215,2216,25,Male,Sandals,Footwear,96,West Virginia,Indigo,Winter,2.7,No,Express,No,No,28,Credit Card,Fortnightly
2216,2217,41,Male,Pants,Clothing,36,Vermont,Silver,Winter,4,No,Store Pickup,No,No,15,Venmo,Bi-Weekly
2217,2218,35,Male,Jewelry,Accessories,27,Indiana,Red,Fall,2.6,No,Store Pickup,No,No,42,Bank Transfer,Fortnightly
2218,2219,67,Male,Sunglasses,Accessories,67,Idaho,Magenta,Winter,3.5,No,Store Pickup,No,No,20,Debit Card,Quarterly
2219,2220,33,Male,Blouse,Clothing,91,Minnesota,Purple,Fall,2.8,No,Store Pickup,No,No,16,Bank Transfer,Fortnightly
2220,2221,19,Male,Belt,Accessories,62,Wyoming,Beige,Fall,4.5,No,Store Pickup,No,No,47,Cash,Annually
2221,2222,25,Male,Shorts,Clothing,88,Kansas,White,Fall,3,No,Free Shipping,No,No,34,Credit Card,Annually
2222,2223,32,Male,Pants,Clothing,66,Georgia,Teal,Summer,4.4,No,Store Pickup,No,No,30,Credit Card,Weekly
2223,2224,30,Male,Sandals,Footwear,65,Kansas,Gray,Fall,4.7,No,Next Day Air,No,No,5,PayPal,Quarterly
2224,2225,18,Male,Gloves,Accessories,25,Nebraska,Charcoal,Winter,4.3,No,Standard,No,No,38,Cash,Quarterly
2225,2226,38,Male,Belt,Accessories,64,Washington,Olive,Spring,4.8,No,Free Shipping,No,No,18,Credit Card,Annually
2226,2227,22,Male,Shirt,Clothing,72,Missouri,Blue,Spring,4.8,No,Store Pickup,No,No,28,Cash,Annually
2227,2228,40,Male,Scarf,Accessories,74,Washington,Gray,Summer,4.4,No,Next Day Air,No,No,42,Credit Card,Fortnightly
2228,2229,54,Male,Gloves,Accessories,50,Kansas,Green,Fall,3.7,No,Free Shipping,No,No,5,Credit Card,Weekly
2229,2230,70,Male,Pants,Clothing,97,Minnesota,Silver,Fall,3.9,No,Express,No,No,50,Venmo,Monthly
2230,2231,52,Male,Sneakers,Footwear,36,Colorado,Teal,Spring,3.8,No,Express,No,No,33,Venmo,Fortnightly
2231,2232,34,Male,Jacket,Outerwear,49,Utah,Beige,Fall,4.1,No,Store Pickup,No,No,1,Credit Card,Weekly
2232,2233,65,Male,Shoes,Footwear,64,North Carolina,Lavender,Spring,4,No,Store Pickup,No,No,14,Cash,Fortnightly
2233,2234,38,Male,Blouse,Clothing,31,Florida,Gray,Summer,4.5,No,Express,No,No,48,Credit Card,Monthly
2234,2235,35,Male,Boots,Footwear,66,New Hampshire,Yellow,Winter,4,No,Express,No,No,26,Cash,Weekly
2235,2236,40,Male,Socks,Clothing,82,Illinois,Gray,Spring,4.5,No,2-Day Shipping,No,No,44,Credit Card,Annually
2236,2237,23,Male,T-shirt,Clothing,88,Louisiana,Yellow,Winter,2.7,No,Standard,No,No,18,Debit Card,Fortnightly
2237,2238,45,Male,Sandals,Footwear,34,Alabama,Black,Summer,3.8,No,Next Day Air,No,No,31,Venmo,Every 3 Months
2238,2239,40,Male,Sneakers,Footwear,84,Florida,Beige,Winter,3.8,No,Standard,No,No,18,Debit Card,Weekly
2239,2240,42,Male,Jewelry,Accessories,96,Alabama,Indigo,Summer,3.8,No,2-Day Shipping,No,No,41,Credit Card,Every 3 Months
2240,2241,57,Male,Sandals,Footwear,71,California,Green,Winter,4.3,No,Next Day Air,No,No,18,Debit Card,Every 3 Months
2241,2242,18,Male,Jacket,Outerwear,77,Maryland,Purple,Summer,3.5,No,Free Shipping,No,No,3,Bank Transfer,Bi-Weekly
2242,2243,18,Male,Skirt,Clothing,66,Nevada,Orange,Spring,3.8,No,Next Day Air,No,No,5,Credit Card,Bi-Weekly
2243,2244,56,Male,Shirt,Clothing,21,Massachusetts,Teal,Winter,3.7,No,2-Day Shipping,No,No,13,Debit Card,Annually
2244,2245,35,Male,Shorts,Clothing,37,South Carolina,Gold,Summer,4.8,No,2-Day Shipping,No,No,22,PayPal,Annually
2245,2246,49,Male,Socks,Clothing,90,Delaware,Gray,Fall,4.9,No,Free Shipping,No,No,45,PayPal,Fortnightly
2246,2247,49,Male,Jacket,Outerwear,96,Hawaii,Cyan,Fall,4.3,No,Store Pickup,No,No,39,PayPal,Every 3 Months
2247,2248,34,Male,Jewelry,Accessories,37,Florida,Teal,Summer,4.4,No,Next Day Air,No,No,18,Venmo,Annually
2248,2249,63,Male,T-shirt,Clothing,66,Rhode Island,Violet,Winter,3.4,No,Free Shipping,No,No,19,PayPal,Fortnightly
2249,2250,42,Male,Gloves,Accessories,45,Wyoming,Indigo,Spring,4.3,No,Next Day Air,No,No,29,Debit Card,Weekly
2250,2251,41,Male,Shoes,Footwear,89,Colorado,Pink,Summer,4.6,No,Store Pickup,No,No,19,Credit Card,Weekly
2251,2252,26,Male,Shoes,Footwear,94,Virginia,Gold,Fall,3.8,No,Free Shipping,No,No,22,Debit Card,Monthly
2252,2253,48,Male,Shoes,Footwear,96,Nebraska,Maroon,Summer,3.9,No,Express,No,No,21,Bank Transfer,Annually
2253,2254,62,Male,Hoodie,Clothing,31,Oklahoma,Brown,Spring,2.6,No,Store Pickup,No,No,22,PayPal,Monthly
2254,2255,24,Male,Belt,Accessories,79,North Dakota,Gold,Winter,4.2,No,Store Pickup,No,No,44,PayPal,Every 3 Months
2255,2256,48,Male,Coat,Outerwear,39,Michigan,Teal,Spring,4.6,No,Store Pickup,No,No,42,Bank Transfer,Quarterly
2256,2257,31,Male,Blouse,Clothing,22,California,Turquoise,Fall,5,No,Standard,No,No,33,Credit Card,Quarterly
2257,2258,41,Male,Skirt,Clothing,32,Tennessee,Olive,Fall,4.2,No,Standard,No,No,6,Bank Transfer,Annually
2258,2259,24,Male,T-shirt,Clothing,71,Ohio,Cyan,Winter,4.3,No,Store Pickup,No,No,44,Credit Card,Every 3 Months
2259,2260,60,Male,Jeans,Clothing,96,Florida,Beige,Spring,3.3,No,Free Shipping,No,No,24,Cash,Annually
2260,2261,38,Male,Scarf,Accessories,82,Missouri,Blue,Fall,4.9,No,Express,No,No,16,PayPal,Quarterly
2261,2262,58,Male,Backpack,Accessories,76,South Carolina,Gold,Spring,4.4,No,Standard,No,No,12,Bank Transfer,Fortnightly
2262,2263,53,Male,Backpack,Accessories,22,Arizona,Green,Winter,3.1,No,2-Day Shipping,No,No,50,PayPal,Monthly
2263,2264,44,Male,Scarf,Accessories,40,Indiana,Green,Winter,3.5,No,Store Pickup,No,No,42,Cash,Quarterly
2264,2265,51,Male,Hat,Accessories,92,North Dakota,Turquoise,Summer,3.9,No,2-Day Shipping,No,No,50,PayPal,Monthly
2265,2266,36,Male,Coat,Outerwear,94,Montana,Yellow,Fall,3.9,No,Store Pickup,No,No,10,PayPal,Quarterly
2266,2267,20,Male,Dress,Clothing,44,Missouri,Yellow,Fall,4.3,No,Store Pickup,No,No,32,Debit Card,Weekly
2267,2268,32,Male,Gloves,Accessories,49,Kentucky,Blue,Spring,3.8,No,Express,No,No,37,Venmo,Weekly
2268,2269,66,Male,Sweater,Clothing,26,Georgia,Charcoal,Spring,2.7,No,2-Day Shipping,No,No,15,Bank Transfer,Monthly
2269,2270,49,Male,Skirt,Clothing,38,Kentucky,Yellow,Fall,4.4,No,Store Pickup,No,No,27,Credit Card,Annually
2270,2271,27,Male,Blouse,Clothing,72,Georgia,Purple,Spring,3.5,No,Express,No,No,7,Venmo,Weekly
2271,2272,29,Male,Dress,Clothing,99,Alaska,Green,Summer,3.4,No,Free Shipping,No,No,49,PayPal,Quarterly
2272,2273,29,Male,Jacket,Outerwear,38,Maine,Charcoal,Spring,4,No,Standard,No,No,44,PayPal,Monthly
2273,2274,55,Male,Coat,Outerwear,96,New Mexico,Silver,Winter,4.8,No,Express,No,No,13,PayPal,Bi-Weekly
2274,2275,57,Male,Dress,Clothing,27,New York,Turquoise,Spring,4.5,No,Next Day Air,No,No,38,PayPal,Fortnightly
2275,2276,29,Male,Shorts,Clothing,24,Oklahoma,Gray,Winter,4.4,No,Standard,No,No,10,Debit Card,Weekly
2276,2277,31,Male,Jeans,Clothing,82,Wyoming,Red,Summer,4.1,No,2-Day Shipping,No,No,25,Debit Card,Weekly
